Competitor;100m_dev;Long_Jump_dev;Shot_Put_dev;High_Jump_dev;400m_dev;Discus_Throw_dev;Pole_Vault_dev;Javelin_Throw_dev;1500m_dev
Philip Ibe;-0.137253288;0.47613494;0.410887046;-0.552357932;-1.462908084;0.998999023;0.22721505;0.389655667;-0.920490164
Donovan KilMartin;0.378885003;0.323007507;-0.322584313;0.739477693;-1.213502481;-1.135051537;1.15359867;-0.572083723;-0.920490164
Trinity Otto;1.501485785;0.727701438;-0.159590678;-0.453828096;0.607158426;-0.660818079;-0.077071541;-0.895934741;-0.920490164
Darwin Vandehoef;-0.046929087;-0.442629661;-0.404081131;0.838007529;-0.203409786;0.255314737;0.024357323;-0.58189739;-0.920490164
Luiggy Llanos;0.611147234;-0.72700918;-0.194517885;0.038821083;0.669509827;-0.25125282;-0.949359767;0.968662034;-0.920490164
Eric Kaiser;0.404691917;0.968330262;-0.90470444;-0.059708753;0.245520301;-0.811710543;-0.563930086;-0.748729733;-0.920490164
Andres Raja;-0.046929087;0.290194485;0.189681398;0.739477693;-0.826923795;-0.07880429;-0.563930086;-0.719288731;-0.920490164
Andres Raja;-0.046929087;0.290194485;0.189681398;0.739477693;-0.826923795;-0.07880429;-0.563930086;-0.719288731;-0.920490164
Odirlei Carlos Pessoni;0.778892178;-1.437957979;0.364317436;-0.256768425;-0.016355583;0.772660328;-0.374596207;-0.022518357;-0.920490164
Ryan Harlan;0.120815857;-0.72700918;0.620450292;0.838007529;-0.739631834;-0.844044643;-0.17173848;-0.837052738;-0.920490164
Hendrik Nungess;-1.053398754;-0.902011961;0.946437563;-0.453828096;-1.936778731;1.484010515;-0.077071541;1.930401423;-0.920490164
Pierre Faber;-0.472743177;-0.595757094;0.597165487;0.936537365;-0.390463989;0.416985234;-0.17173848;-0.199164368;-0.920490164
Slaven Dizdarevic;0.120815857;-0.026998056;0.760159122;-0.256768425;-0.028825863;-1.436836465;-0.563930086;-0.140282364;-0.920490164
Yves Bourgey;0.056298571;-0.289502227;0.480741461;-1.220171263;-1.113740239;0.567877698;0.328643913;0.55648801;-0.920490164
Peter Glass;-0.498550092;-0.748884528;0.178038996;0.235880754;-1.213502481;0.610989831;0.024357323;-0.12065503;-0.920490164
Yves LeRoy;-0.046929087;0.530823309;-0.543789961;-0.749417603;-0.752102114;0.309204903;-0.563930086;0.252264325;-0.920490164
Agust°n Capella;-0.640488122;0.432384245;-0.834850024;-0.453828096;-1.375616123;-0.165028555;0.842550155;-1.474941108;-0.920490164
Vasiliy Kuznetsov;-0.279191318;-0.694196159;-0.764995609;-2.512006888;-0.50269651;0.546321632;-1.510599479;-0.179537033;-0.920490164
Louis Fabrice Rajah;-1.801799276;-1.787963541;-1.323830931;-0.749417603;-1.899367891;-2.191298785;-0.949359767;-0.974444079;-0.920490164
Tom Pappas;1.320837384;0.673013069;1.80797535;2.184581951;0.632098986;0.98822099;0.842550155;0.684065684;-0.971897314
Tom Pappas;1.165995896;0.640200047;0.98136477;1.768567089;0.532336745;0.783438361;1.052169807;0.890152696;-0.971897314
Tom Pappas;0.288560802;0.880828872;1.773048142;0.838007529;0.594688146;0.901996725;0.842550155;0.340587331;-0.971897314
Aleksandr Pogorelov;0.288560802;0.99020561;0.632092694;1.243074631;-0.577518191;1.139113454;1.052169807;0.585929011;-0.971897314
J¢n Arnar Magn£sson;0.404691917;0.826140502;1.563484897;0.33441059;0.594688146;0.632545897;0.632930504;0.968662034;-0.971897314
Kristjan Rahnu;1.501485785;0.508947962;1.318994444;0.640947857;0.731861228;1.074445255;0.22721505;0.62518368;-0.971897314
Dmitriy Karpov;0.172429686;0.24644379;1.621696909;0.432940426;0.307871701;1.893575774;1.15359867;-1.013698748;-0.971897314
Dmitriy Karpov;0.236946973;0.344882854;0.585523084;0.739477693;0.856564029;1.484010515;0.673502049;-1.033326083;-0.971897314
Henrik DagÜrd;1.10147861;0.027690313;0.504026266;0.038821083;0.532336745;0.147534406;0.741121292;0.772388689;-0.971897314
Yordani Garc°a;1.346644298;-0.256689206;1.342279249;-0.059708753;0.095876938;-1.210497769;0.22721505;1.214003715;-0.971897314
Darius Draudvila;0.895023294;0.432384245;0.504026266;0.432940426;0.295401421;0.169090472;0.125786186;-0.591711057;-0.971897314
Chiel Warners;0.895023294;1.208959086;0.352675034;-1.034059351;0.968796551;-1.296722034;0.430072777;0.124686651;-0.971897314
Cedric Nolf;0.030491657;1.023018631;-0.182875483;-0.158238589;-0.839394075;-0.553037748;0.632930504;1.410277059;-0.971897314
Sergiy Blonskyy;-0.588874292;0.10425403;1.318994444;-0.059708753;-0.889275196;0.363095069;0.430072777;0.183568655;-0.971897314
Peter S¢ldos;0.095008943;-0.694196159;1.02793438;-0.256768425;0.083406658;0.12597834;0.22721505;0.772388689;-0.971897314
Chris Boyles;0.120815857;-0.048873403;0.119826983;0.640947857;-1.375616123;1.085223289;0.125786186;0.114872984;-0.971897314
Matthew Johnson;1.024057866;0.673013069;-1.382042943;-1.034059351;-0.440345109;0.557099665;0.247500822;0.154127653;-0.971897314
Nils BÅker;0.869216379;0.563636331;0.026687763;0.33441059;-0.714691273;-0.865600709;-0.077071541;-0.022518357;-0.971897314
Stefan Hommel;0.353078088;0.399571223;0.911510355;-1.034059351;0.370223102;0.729548195;-0.563930086;-1.308108765;-0.971897314
Miller Moss;0.314367716;-0.519193378;-0.450650741;-0.059708753;0.806682909;0.352317035;0.146071959;-1.818419462;-0.971897314
Richard Allan;0.430498832;0.530823309;-0.21780269;-0.83699968;0.420104223;1.311561984;-0.17173848;-0.876307407;-0.971897314
Matthias Cerlati;-0.253384403;0.323007507;0.93479516;-0.158238589;-1.575140606;0.84810656;-0.374596207;0.065804648;-0.971897314
Paolo Mottadelli;0.236946973;-0.256689206;0.084899775;-1.121641428;0.382693383;0.341539002;-0.17173848;-0.513201719;-0.971897314
Xiaohong Chen;0.520823033;0.6183247;-0.404081131;-0.158238589;0.19563918;-0.07880429;-0.949359767;0.428910336;-0.971897314
Osman Muskwe;-0.253384403;-0.387941292;0.74851672;0.235880754;-0.764572394;1.559456747;-0.665358949;-0.778170735;-0.971897314
Jan-Erik Romar;-1.4017921;-1.0113887;-0.881419635;-0.35529826;-1.649962287;-1.00571514;0.22721505;-1.239413095;-0.971897314
Vasiliy Kuznetsov;0.869216379;0.454259593;0.224608606;-1.592395087;0.719390947;1.39778625;-5.317562824;0.301332662;-0.971897314
Maba Ndiaye;0.662761063;-0.180125489;-1.207406905;0.640947857;-0.727161554;-2.029628288;-1.875743388;-1.720282789;-0.971897314
Selwin Lieutier;-0.395322433;-0.902011961;-1.056055672;-1.778507;-0.577518191;-1.835623691;-1.138693646;-0.375810378;-0.971897314
Pierre Friteyre;-0.782426152;-0.694196159;-1.416970151;-1.406283175;-1.699843408;-1.512282697;-0.374596207;-0.483760717;-0.971897314
Tom Pappas;0.753085264;1.241772108;2.052465803;1.04601496;0.19563918;2.076802337;0.943979019;0.634997348;-1.023304463
Tom Pappas;0.404691917;-0.519193378;1.02793438;1.768567089;0.22057974;-0.046470191;0.842550155;1.037357704;-1.023304463
Kristjan Rahnu;1.10147861;0.060503335;0.445814254;-0.453828096;0.370223102;1.214559686;0.632930504;0.968662034;-1.023304463
Michael Kohnle;1.140188982;0.727701438;0.725231915;0.838007529;0.89397487;-0.402145284;0.22721505;0.262077993;-1.023304463
Mikk Pahapill;-0.395322433;1.73396743;0.06161497;1.867096925;-1.712313688;0.869662626;-0.17173848;1.076612373;-1.023304463
Michael Nolan;-0.782426152;0.432384245;0.201323801;0.531470262;-0.664810153;1.290005918;0.632930504;1.027544037;-1.023304463
Bastien Auzeil;0.030491657;0.399571223;0.434171851;0.739477693;-0.178469226;0.255314737;0.943979019;-0.729102398;-1.023304463
David Lemen;-0.330805147;0.563636331;-0.846492427;-0.650887768;-0.639869592;-0.477591516;1.471409109;1.243444716;-1.023304463
Chiel Warners;1.024057866;0.804265155;0.119826983;-0.158238589;1.355375237;-1.436836465;0.22721505;-0.258046371;-1.023304463
Anderson VenÉncio;0.869216379;-0.202000837;0.003402958;-0.35529826;0.270460861;-0.499147582;0.842550155;0.291518994;-1.023304463
Ramil Ganiyev;0.004684742;0.673013069;0.084899775;0.838007529;-0.141058385;0.578655731;0.632930504;-0.954816745;-1.023304463
Holger Schmidt;0.404691917;-0.026998056;1.284067236;-0.158238589;0.095876938;1.300783951;-0.949359767;0.360214665;-1.023304463
Ra£l Duany;0.727278349;-0.202000837;-0.473935546;1.243074631;0.544807025;-0.218918721;-0.563930086;0.193382322;-1.023304463
Claston Bernard;0.004684742;-0.311377575;-8.448981279;0.838007529;-0.49022623;0.654101963;-0.760025889;-0.375810378;-1.023304463
Janis Jansons;0.469209204;0.585511678;1.121073601;1.243074631;-0.777042674;-0.208140688;-0.760025889;-1.308108765;-1.023304463
Stephan Niklaus;0.004684742;-1.033264047;0.620450292;-0.059708753;-0.203409786;0.718770162;-1.138693646;2.205184106;-1.023304463
Nils Merten;0.520823033;-0.672320811;1.07450399;-0.453828096;0.133287779;0.492431466;-0.17173848;-1.602518783;-1.023304463
Mitch Modin;1.140188982;-0.158250141;-0.613644376;0.33441059;0.445044783;-1.404502366;0.125786186;-0.110841362;-1.023304463
Lars Rise;-0.692101951;-0.256689206;1.249140028;-0.749417603;-0.415404549;0.330760969;0.125786186;0.281705327;-1.023304463
Mikk-Mihkel Arro;0.056298571;-0.158250141;0.760159122;-0.83699968;-0.864334636;0.082866207;-0.097357314;-0.002891023;-1.023304463
Jonay Jord†n;-0.085639459;0.027690313;0.434171851;0.531470262;-0.365523428;-0.542259715;-0.665358949;-0.238419037;-1.023304463
JÇrÇmy Solot;-0.253384403;0.027690313;-0.194517885;0.137350919;-0.390463989;-0.089582323;0.024357323;-0.601524724;-1.023304463
Simon Walter;-0.137253288;0.027690313;-0.287657106;0.33441059;0.145758059;0.169090472;0.430072777;-1.04313975;-1.023304463
Attila Szab¢;0.146622772;0.344882854;-0.334226716;-0.650887768;-0.353053148;0.352317035;-0.374596207;-0.091214028;-1.023304463
Tomas Kirielius;-0.304998233;-0.934824983;-0.194517885;0.838007529;-0.078706984;-0.165028555;-0.645073177;0.723320353;-1.023304463
Markus Walser;1.024057866;0.191755421;0.224608606;-1.406283175;0.282931141;-0.887156775;-0.760025889;0.301332662;-1.023304463
Steen Smidt-Jensen;-0.279191318;-0.934824983;-1.393685346;0.432940426;-0.552577631;-0.412923317;-1.138693646;-0.630965726;-1.023304463
Tadeusz Janczenko;0.572436862;0.290194485;-0.811565219;-0.453828096;-0.328112588;-0.391367251;-1.138693646;-0.630965726;-1.023304463
Hans-Dieter Mîhring;0.004684742;-1.558272391;0.74851672;-2.512006888;-0.727161554;0.740326228;-5.317562824;-0.424878714;-1.023304463
Tom Pappas;1.024057866;0.935517241;0.969722368;1.560559658;0.469985344;1.419342316;0.842550155;0.899966363;-1.066143754
Trey Hardee;2.069237905;0.158942399;-0.485577949;-0.35529826;1.218202155;2.324697099;1.369980246;0.232636991;-1.066143754
Aleksandr Pogorelov;0.095008943;0.530823309;1.842902557;1.144544796;-0.614929032;1.731905277;0.842550155;0.978475701;-1.066143754
Bryan Clay;0.985347495;0.6183247;0.224608606;-1.034059351;0.257990581;1.882797741;0.673502049;0.409283001;-1.066143754
Paolo Casarsa;0.030491657;-0.202000837;1.097788795;0.33441059;-0.265761187;1.624124945;0.430072777;0.62518368;-1.066143754
Scott Ferrier;0.404691917;0.323007507;0.271178216;1.243074631;0.407633943;0.427763267;0.430072777;0.468165005;-1.066143754
Darius Draudvila;1.140188982;0.935517241;0.806728732;0.739477693;0.819153189;0.503209499;-0.077071541;-0.699661397;-1.066143754
Jangy Addy;1.5272927;0.213630768;1.703193727;-0.749417603;0.731861228;0.84810656;-0.469263147;-0.395437712;-1.066143754
Alexis Chiv†s;1.462775413;0.060503335;0.88822555;0.531470262;-0.839394075;1.591790846;0.024357323;-0.248232704;-1.066143754
Sebastian Knabe;0.262753887;0.563636331;-0.206160288;0.137350919;0.806682909;0.567877698;0.024357323;-0.40525138;-1.066143754
Gonzalo Barroilhet;0.172429686;-0.464505009;-0.299299508;-0.059708753;-0.50269651;0.179868505;1.15359867;0.016736312;-1.066143754
Qingyang Hong;0.495016118;0.213630768;0.166396593;-0.552357932;-0.440345109;0.416985234;0.22721505;1.056985039;-1.066143754
Yosley Azcuy;0.869216379;0.377695876;0.189681398;0.235880754;0.307871701;-0.046470191;-0.374596207;0.016736312;-1.066143754
Jamie Adjetey-Nelson;0.572436862;0.158942399;0.224608606;0.531470262;-0.614929032;0.492431466;-0.563930086;-0.307114707;-1.066143754
William Frullani;0.236946973;0.749576786;-0.229445093;0.137350919;-0.50269651;0.222980638;-0.374596207;-0.994071414;-1.066143754
Anderson VenÉncio;0.146622772;-1.0113887;-0.450650741;-0.453828096;0.070936378;-0.132694456;0.430072777;0.006922644;-1.066143754
Georgios AndrÇou;0.701471435;-1.787963541;0.585523084;0.33441059;-0.602458752;0.460097367;-0.273167344;0.173754987;-1.066143754
Pat Arbour;-1.182433327;-0.048873403;0.434171851;-0.256768425;-2.123832934;1.451676415;-0.563930086;1.12568071;-1.066143754
Patrick Vetterli;-0.692101951;-0.672320811;-0.310941911;0.838007529;-0.577518191;-0.725486278;-0.563930086;0.458351337;-1.066143754
Peter Soldos;-0.046929087;-0.026998056;-0.229445093;0.531470262;-0.141058385;0.028976041;-0.374596207;-1.141276422;-1.066143754
Arpad Kiss;-0.666295036;-0.880136614;0.352675034;-0.158238589;-0.677280433;-0.014136091;-1.510599479;-0.984257747;-1.066143754
Guillaume Thierry;-1.105012583;-0.519193378;-0.194517885;-1.318701099;-1.413026964;-0.272808886;-0.760025889;0.527047008;-1.066143754
Mika Lînnblad;-1.272757528;-1.186391481;0.154754191;-1.690924923;-1.587610886;-0.143472489;-0.760025889;0.252264325;-1.066143754
Imad Faraj;-0.640488122;-1.656711455;-2.557925599;-1.406283175;-1.712313688;-2.331413215;-1.875743388;-2.71146318;-1.066143754
Florent Lomba Bilisi;-1.182433327;-1.055139395;-1.486824566;0.137350919;-0.49022623;-1.824845658;-0.760025889;-1.21978576;-1.066143754
Ali KamÇ;-1.053398754;-1.306705893;-1.428612553;-1.121641428;-0.440345109;-1.824845658;-1.138693646;-0.159909699;-1.066143754
Gerardo Canale;-1.505019759;-0.858261266;-1.13755249;0.33441059;-1.450437804;-1.3506122;-1.138693646;-1.808605795;-1.066143754
Tom Pappas;1.024057866;0.508947962;0.725231915;-0.256768425;0.86903431;0.524765566;0.842550155;0.517233341;-1.117550903
Aleksey Drozdov;-0.137253288;1.154270717;1.71483613;0.640947857;-0.228350346;1.484010515;0.430072777;0.458351337;-1.117550903
Ryan Harlan;0.004684742;-0.234813858;1.412133664;1.352552227;-0.602458752;0.395429168;0.22721505;0.55648801;-1.117550903
Ryan Harlan;0.611147234;0.24644379;1.097788795;1.243074631;-0.203409786;0.039754074;0.53150164;-0.895934741;-1.117550903
Jason Dudley;-0.356612062;0.432384245;0.678662304;-0.749417603;0.332812262;1.376230183;-0.17173848;0.831270692;-1.117550903
William Frullani;1.591809986;0.880828872;0.306105423;0.33441059;-0.190939506;0.427763267;-0.17173848;-0.817425404;-1.117550903
Brian Brophy;-0.111446373;-0.070748751;0.853298342;0.838007529;0.282931141;1.624124945;0.430072777;-0.562270055;-1.117550903
Patrik Andersson;-0.163060203;0.530823309;1.156000808;-0.256768425;0.033525537;-0.057248224;0.430072777;-0.287487373;-1.117550903
Georgios AndrÇou;0.778892178;-0.026998056;0.864940745;-0.059708753;-0.789512954;0.632545897;0.632930504;0.281705327;-1.117550903
Jamie Adjetey-Nelson;0.701471435;0.24644379;1.086146393;0.531470262;-0.402934269;0.201424571;-0.760025889;0.055990981;-1.117550903
Krzysztof Andrzejak;0.353078088;0.399571223;0.562238279;0.936537365;0.407633943;-1.17816367;0.430072777;-0.945003078;-1.117550903
Jake Arnold;-0.472743177;-2.028592365;0.306105423;-0.35529826;-0.377993708;1.009777057;0.943979019;0.222823324;-1.117550903
Hadi Sepehrzad;0.753085264;-0.464505009;1.365564054;-1.034059351;-0.602458752;1.53790068;-0.563930086;-0.375810378;-1.117550903
Paolo Mottadelli;-0.666295036;0.005814966;0.480741461;-1.592395087;-0.078706984;0.373873102;0.024357323;0.134500319;-1.117550903
Janis Karlivans;-1.582440502;1.318335824;-0.310941911;1.352552227;-0.228350346;0.535543599;-0.760025889;-0.925375743;-1.117550903
Tadeusz Janczenko;0.404691917;0.99020561;-0.21780269;0.137350919;-0.203409786;0.072088174;-0.374596207;-0.287487373;-1.117550903
Markus Walser;0.353078088;-0.95670033;0.259535813;-0.83699968;-0.016355583;-1.102717438;0.22721505;-0.356183043;-1.117550903
Jean-RenÇ Monneret;0.288560802;-1.930153301;-0.858134829;-1.318701099;-0.664810153;-2.169742718;-0.854692828;-0.552456388;-1.117550903
Bryan Clay;1.978913704;0.99020561;1.644981714;0.33441059;1.205731875;2.551035795;0.632930504;2.165929437;-1.168958053
Aleksandr Pogorelov;0.701471435;0.858953524;1.400491261;1.243074631;-0.427874829;0.977442957;0.842550155;0.350400998;-1.168958053
Aleksandr Pogorelov;0.146622772;0.24644379;1.644981714;0.640947857;-0.627399312;0.955886891;0.883121701;0.890152696;-1.168958053
Jason Dudley;-0.834039981;0.268319138;0.562238279;0.531470262;-0.016355583;1.74268331;-0.17173848;1.76356908;-1.168958053
Massimo Bertocchi;0.095008943;-0.803572897;1.016291978;0.33441059;-0.602458752;1.71034921;0.348929686;-0.238419037;-1.168958053
Jir° SÏkora;0.120815857;-0.070748751;0.713589512;0.038821083;0.045995818;0.934330825;0.024357323;0.595742679;-1.168958053
Michael Kohnle;0.611147234;0.191755421;0.329390229;0.137350919;0.108347219;-0.024914124;0.22721505;0.644811015;-1.168958053
Pascal Behrenbruch;-0.472743177;-1.055139395;1.121073601;0.137350919;-0.926686036;0.481653433;0.430072777;1.380836058;-1.168958053
Sergiy Blonskyy;-0.356612062;-0.333252923;1.167643211;-0.552357932;-1.038918558;0.524765566;0.842550155;0.379841999;-1.168958053
Pr¢dromos Kork°zoglou;1.165995896;-0.256689206;0.294463021;-0.453828096;-0.677280433;1.36545215;0.430072777;-0.464133383;-1.168958053
Pat Arbour;-1.234047156;-0.409816639;0.98136477;-0.935529516;-1.363145843;1.904353807;-0.374596207;1.174749046;-1.168958053
Haibo Liu;-0.614681207;-0.595757094;-0.03152425;0.640947857;-0.328112588;0.686436063;-0.374596207;0.16394132;-1.168958053
Darion Powell;-0.085639459;-0.387941292;0.329390229;-0.749417603;-0.51516679;1.009777057;-0.469263147;0.242450658;-1.168958053
Atis Vaisjuns;-1.234047156;-0.694196159;0.573880682;0.137350919;-1.15115108;0.707992129;0.328643913;0.27189166;-1.168958053
Franti?ek Stan?k;-1.724378532;-0.880136614;0.445814254;-0.256768425;-1.375616123;-0.305142986;1.052169807;-0.346369376;-1.168958053
Bart Goodell;-0.524357006;-0.95670033;1.062861588;-0.059708753;-0.028825863;0.891218692;-5.317562824;0.674252017;-1.168958053
Guillaume Thierry;-1.853413105;-1.131703112;-0.764995609;-1.964618912;-1.724783968;-1.016493173;-0.760025889;-0.385624045;-1.168958053
Bernard Castang;-0.563067378;-1.61296076;0.434171851;-2.052200988;-0.440345109;0.341539002;-2.572221584;-0.984257747;-1.168958053
Per-Martin Haarr;-1.375985186;-0.880136614;-0.90470444;-1.318701099;-2.435589938;-1.275165968;-5.317562824;0.595742679;-1.168958053
Istv†n Kiss;-1.905026934;-1.591085412;-2.034017485;-2.052200988;-2.597703581;-1.921847956;-2.227363448;-1.337549767;-1.168958053
Jaakko Ojaniemi;1.140188982;0.826140502;1.447060871;0.640947857;0.033525537;0.287648837;-0.17173848;1.312140387;-1.211797344
Jangy Addy;0.95954058;0.082378683;1.202570418;-0.059708753;0.706920667;1.063667222;-0.374596207;-0.042145692;-1.211797344
Michael Kohnle;0.172429686;0.968330262;0.562238279;0.235880754;-0.215880066;-0.035692157;1.052169807;0.262077993;-1.211797344
Dmitriy Karpov;0.314367716;-0.158250141;1.621696909;-0.256768425;0.507396184;1.753461343;0.883121701;-1.288481431;-1.211797344
Jangy Addy;0.662761063;0.377695876;0.969722368;-0.059708753;0.769272068;1.063667222;-0.563930086;-0.689847729;-1.211797344
Garrett Scantling;0.727278349;-0.289502227;0.364317436;1.144544796;-0.091177264;-1.393724333;0.53150164;1.164935379;-1.211797344
Martin Machura;0.378885003;-0.070748751;1.02793438;0.936537365;0.021055257;0.98822099;-0.17173848;0.350400998;-1.211797344
Bastien Auzeil;-0.279191318;-0.366065944;0.946437563;0.432940426;-0.976567157;0.104422273;0.842550155;-0.277673705;-1.211797344
Bin Yu;0.030491657;0.6183247;0.178038996;0.038821083;-0.415404549;-0.068026257;0.024357323;-0.130468697;-1.211797344
Chris Richardson;-0.446936262;0.432384245;0.504026266;-0.059708753;-1.500318925;0.287648837;-0.563930086;1.233631049;-1.211797344
Hadi Sepehrzad;-0.111446373;-1.087952416;1.307352041;-0.650887768;-0.589988472;1.91513184;-0.374596207;-0.444506049;-1.211797344
Kevin Sempers;0.056298571;-0.803572897;-0.869777232;0.838007529;0.270460861;-0.703930212;0.024357323;0.595742679;-1.211797344
Jonay Jord†n;0.262753887;-0.103561772;0.259535813;0.137350919;-0.315642308;-0.402145284;-0.760025889;0.055990981;-1.211797344
Stefan Hommel;0.430498832;-0.202000837;0.480741461;-1.034059351;-0.390463989;0.740326228;0.125786186;-0.768357067;-1.211797344
Matthias Cerlati;-0.163060203;0.027690313;0.341032631;-0.453828096;-1.038918558;0.81577246;0.125786186;-0.208978035;-1.211797344
Michael Schnallinger;-1.053398754;-1.262955198;-1.451897358;0.432940426;-0.876804916;-0.908712841;-0.949359767;0.036363646;-1.211797344
Boualem Lamri;-0.356612062;0.323007507;-1.905951057;0.33441059;-0.041296144;-1.296722034;-1.693171433;-1.651587119;-1.211797344
Manfred Tiedtke;-0.563067378;-0.880136614;0.504026266;-0.552357932;-0.440345109;-0.876378742;-2.051553418;-0.58189739;-1.211797344
Hermann Ruckstuhl;-2.421165225;-3.297362528;-1.405327748;-2.94991727;-1.762194809;-1.393724333;-2.572221584;-1.985251805;-1.211797344
Bryan Clay;1.824072217;1.132395369;0.946437563;0.432940426;1.130910193;2.195360702;1.052169807;1.626177739;-1.263204493
Kristjan Rahnu;0.895023294;0.563636331;1.214212821;0.33441059;0.008584977;1.872019707;-0.17173848;1.12568071;-1.263204493
Jan Felix Knobel;0.095008943;0.530823309;1.237497626;0.235880754;-0.265761187;0.481653433;0.964264791;0.723320353;-1.263204493
Jangy Addy;0.546629947;0.6183247;1.156000808;-0.35529826;0.407633943;0.772660328;-1.328027525;0.193382322;-1.263204493
Robert WÑrff;-0.253384403;0.377695876;1.156000808;-0.552357932;-0.228350346;0.81577246;-0.374596207;-0.523015386;-1.263204493
Jake Stein;-1.272757528;0.323007507;-0.101378665;-0.552357932;-0.876804916;1.106779355;-0.17173848;1.400463392;-1.263204493
Marcin Dr¢zdz;-0.614681207;-0.694196159;0.026687763;0.739477693;-0.989037437;0.718770162;0.22721505;0.222823324;-1.263204493
Rifat Artikov;-0.163060203;-2.127031429;0.818371135;0.739477693;-0.402934269;0.664879996;-0.077071541;-0.336555709;-1.263204493
Roman Hrab†?;-0.111446373;-0.289502227;1.004649575;-0.35529826;-0.116117825;0.772660328;-0.17173848;-0.258046371;-1.263204493
Gonzalo Barroilhet;-0.88565381;-0.048873403;-0.962916452;-0.35529826;-1.18856192;-0.466813483;1.471409109;-0.670220395;-1.263204493
Lassi Raunio;0.288560802;-0.311377575;-0.182875483;-0.552357932;-0.290701747;0.610989831;-0.760025889;-0.140282364;-1.263204493
Bart Bennema;0.262753887;-0.902011961;-0.695141194;-0.256768425;0.170698619;-1.275165968;-0.760025889;-1.259040429;-1.263204493
Pavel Havl°cek;-1.375985186;-0.803572897;-0.881419635;0.137350919;-0.951626597;-0.596149881;0.22721505;-0.179537033;-1.263204493
Bostjan Vinkler;-0.588874292;-0.366065944;-0.939631647;-1.034059351;-0.141058385;-1.329056134;-0.949359767;-1.337549767;-1.263204493
Claston Bernard;-0.137253288;-2.378597927;-0.21780269;0.432940426;-0.402934269;-0.165028555;-2.227363448;-1.347363434;-1.263204493
Jannie Botha;-3.182469204;-1.459833326;-1.1841221;0.038821083;-2.148773494;-0.919490875;-5.317562824;0.379841999;-1.263204493
Bryan Clay;1.95310679;1.646466039;1.656624117;0.235880754;0.532336745;2.572591861;0.842550155;2.018724428;-1.306043784
Trey Hardee;2.224079392;1.427712563;0.352675034;0.235880754;0.420104223;1.322340018;1.261789458;0.379841999;-1.306043784
William Motti;-1.272757528;-0.442629661;0.760159122;1.451082063;-0.714691273;1.214559686;0.430072777;1.056985039;-1.306043784
Kristjan Rahnu;0.520823033;0.10425403;0.84165594;-0.552357932;-0.540107351;1.214559686;-0.374596207;0.576115344;-1.306043784
Desi Burt;0.172429686;-0.409816639;-0.415723533;1.659089494;0.170698619;0.179868505;-0.563930086;-0.395437712;-1.306043784
Cedric Nolf;0.172429686;0.027690313;-0.543789961;-0.552357932;-0.153528665;-0.520703649;0.551787413;0.772388689;-1.306043784
Luca Wieland;0.933733665;0.913641893;0.655377499;0.838007529;-0.777042674;-0.28358692;-0.077071541;-1.337549767;-1.306043784
Robbie Haynie;-1.4017921;0.027690313;-1.160837295;1.451082063;-0.215880066;-1.124273504;1.795981472;-0.58189739;-1.306043784
Franco Sar;-1.105012583;-2.422348623;-0.241087495;-2.052200988;-1.86195705;1.182225587;-0.949359767;-0.729102398;-1.306043784
Yuriy Baranovskiy;-0.717908865;-1.109827764;-1.323830931;-0.552357932;-1.16362136;-0.811710543;-1.138693646;-0.856680073;-1.306043784
Franco Sar;-0.563067378;-2.181719799;-0.555432364;-2.052200988;-1.600081166;0.783438361;-2.051553418;-0.709475064;-1.306043784
Gyula Hubai;-1.375985186;-2.345784906;-0.799922817;-1.592395087;-1.812075929;0.179868505;-0.273167344;-1.602518783;-1.306043784
Yuriy Kutenko;-1.375985186;-0.595757094;-0.916346842;-2.94991727;-1.712313688;-0.596149881;-1.328027525;-0.081400361;-1.306043784
Armin Guhl;-0.279191318;-0.573881747;-1.416970151;-1.220171263;-1.974189572;-0.499147582;-3.221366311;-1.357177102;-1.306043784
J¢n Arnar Magn£sson;0.004684742;1.241772108;1.644981714;0.038821083;0.332812262;0.707992129;0.53150164;0.595742679;-1.357450933
Jangy Addy;1.436968499;1.59177767;1.02793438;-0.453828096;0.632098986;1.300783951;-0.374596207;-0.974444079;-1.357450933
Aleksei Lyakh;-0.717908865;1.023018631;0.923152758;0.838007529;-0.939156317;0.255314737;0.842550155;1.056985039;-1.357450933
Petri Keskitalo;-0.046929087;0.804265155;0.725231915;-0.35529826;-0.752102114;0.416985234;0.632930504;1.675246075;-1.357450933
Scott Ferrier;0.030491657;0.027690313;0.294463021;-0.158238589;-0.028825863;0.309204903;0.632930504;-0.287487373;-1.357450933
Kamau Sullivan;0.572436862;0.191755421;-0.753353207;0.838007529;-0.390463989;-0.326699052;0.430072777;-0.748729733;-1.357450933
Ryan Harlan;-0.227577489;-1.766088193;0.911510355;0.838007529;-0.652339872;0.136756373;0.024357323;0.320959996;-1.357450933
Jangy Addy;0.611147234;-0.694196159;0.725231915;-0.35529826;0.694450387;0.740326228;-0.760025889;-1.033326083;-1.357450933
Eugenio BalanquÇ;0.753085264;-1.208266828;0.760159122;-0.256768425;-10.26692589;-0.024914124;0.430072777;0.183568655;-1.357450933
Harri Laiho;-0.834039981;-1.61296076;-1.568321384;-1.406283175;-1.275853882;-0.229696754;0.22721505;-0.307114707;-1.357450933
