Competitor;100m_dev;Long_Jump_dev;Shot_Put_dev;High_Jump_dev;400m_dev;Discus_Throw_dev;Pole_Vault_dev;Javelin_Throw_dev;1500m_dev
Stefan Schmid;0.662761063;0.694888417;-0.322584313;-0.059708753;0.482455624;-0.208140688;0.22721505;1.106053375;0.784513621
Willem Coertzen;0.378885003;1.263647455;-0.310941911;0.640947857;0.021055257;0.104422273;-0.563930086;0.998103035;0.784513621
Trond Hõiby;-1.45340593;-0.72700918;0.818371135;1.352552227;-0.278231467;1.02055509;0.430072777;1.30232672;0.784513621
Norman MÅller;1.191802811;-0.12543712;0.096542178;1.560559658;0.1831689;0.039754074;0.024357323;-0.199164368;0.784513621
Dezs? Szab¢;0.198236601;0.99020561;-0.287657106;0.838007529;0.931385711;-0.854822676;0.430072777;0.242450658;0.784513621
Romain Barras;-0.111446373;-0.464505009;0.690304707;-0.256768425;0.23305002;0.567877698;0.024357323;1.056985039;0.784513621
Romain Barras;-0.446936262;-0.880136614;0.515668669;-0.256768425;0.19563918;0.276870803;0.842550155;0.772388689;0.784513621
Romain Barras;-0.88565381;0.027690313;0.667019902;0.33441059;0.594688146;0.09364424;0.064928868;0.84108436;0.784513621
Nikolay Averyanov;1.320837384;1.154270717;0.434171851;-0.552357932;-0.165998945;-0.326699052;0.430072777;-0.336555709;0.784513621
Norman MÅller;0.146622772;0.727701438;0.375959839;-0.059708753;0.844093749;-0.218918721;0.22721505;-0.179537033;0.784513621
Indrek Kaseorg;-0.782426152;0.24644379;-0.043166652;0.137350919;0.170698619;-0.165028555;0.024357323;1.626177739;0.784513621
Florian Schînbeck;-0.395322433;-0.12543712;-0.054809055;-1.034059351;0.108347219;0.492431466;1.261789458;0.458351337;0.784513621
Michael Schrader;0.198236601;0.640200047;-0.671856389;-0.552357932;0.582217865;-0.477591516;0.842550155;0.075618315;0.784513621
Bevan Hart;0.095008943;-1.087952416;-0.008239445;0.531470262;0.831623469;-0.531481682;1.687790685;-0.532829054;0.784513621
Eugäne Martineau;-0.640488122;0.563636331;-0.054809055;0.137350919;0.033525537;-0.240474787;0.430072777;1.390649725;0.784513621
Laurent Hernu;-0.021122173;0.858953524;-0.066451457;1.144544796;0.008584977;-0.488369549;0.125786186;-0.40525138;0.784513621
Oleksiy Kasyanov;1.024057866;1.132395369;0.352675034;-0.059708753;0.86903431;0.136756373;-0.949359767;-0.228605369;0.784513621
Brendon Falconer;0.572436862;0.673013069;0.212966203;0.038821083;0.719390947;-0.757820378;-0.17173848;0.026549979;0.784513621
Franáois Gourmet;1.436968499;0.060503335;0.154754191;-0.749417603;1.218202155;-1.070383338;0.430072777;-0.159909699;0.784513621
Jorge Ure§a;-0.253384403;0.508947962;-0.182875483;0.432940426;0.307871701;-1.382946299;-0.077071541;0.978475701;0.784513621
Simon Shirley;0.520823033;0.377695876;-0.753353207;0.838007529;0.332812262;-0.143472489;0.024357323;0.546674343;0.784513621
Hans van Alphen;-0.046929087;0.191755421;0.783443927;-0.256768425;-0.203409786;0.675658029;-0.374596207;0.644811015;0.784513621
Franáois Gourmet;1.075671695;0.268319138;0.073257373;-0.453828096;0.432574503;-0.919490875;0.430072777;0.036363646;0.784513621
Franáois Gourmet;1.372451213;0.432384245;-0.520505156;-1.592395087;0.844093749;-1.016493173;0.632930504;0.664438349;0.784513621
Oleksiy Kasyanov;1.256320097;0.47613494;-0.066451457;-0.158238589;1.230672435;-0.499147582;-0.374596207;-1.239413095;0.784513621
David G¢mez;0.056298571;0.454259593;-0.369153923;0.038821083;-0.091177264;-0.876378742;0.064928868;0.458351337;0.784513621
Daniel Awde;0.727278349;-0.541068725;-1.056055672;-1.318701099;1.866656724;0.363095069;0.085214641;-0.228605369;0.784513621
Vitaliy Smirnov;0.120815857;-0.202000837;0.224608606;0.432940426;-0.066236704;0.072088174;-0.563930086;0.870525361;0.784513621
Manuel A. Gonz†lez;0.288560802;0.47613494;0.713589512;0.531470262;-0.951626597;-1.447614498;0.632930504;0.340587331;0.784513621
Nikolay Averyanov;0.753085264;0.268319138;0.01504536;0.33441059;0.120817499;-1.091939405;0.632930504;-1.347363434;0.784513621
Robert de Wit;-0.588874292;-0.333252923;0.236251008;-0.650887768;0.19563918;0.018198008;0.632930504;-0.395437712;0.784513621
Benjamin Jensen;-0.808233066;0.027690313;-0.369153923;0.33441059;0.245520301;-0.919490875;0.22721505;0.703693018;0.784513621
RenÇ GÅnther;-1.350178271;-0.442629661;0.434171851;-0.059708753;0.145758059;1.36545215;0.024357323;-0.307114707;0.784513621
Andrei Krauchanka;0.120815857;1.077707;-0.706783597;1.867096925;0.23305002;-1.911069923;-0.760025889;0.124686651;0.784513621
Vitaliy Smirnov;-0.717908865;-0.825448245;0.806728732;-0.256768425;-0.053766424;0.352317035;0.22721505;0.183568655;0.784513621
Simon Shirley;-0.046929087;0.191755421;0.457456656;-0.35529826;0.008584977;-0.315921019;-0.374596207;0.684065684;0.784513621
Santiago Lorenzo;-0.304998233;0.399571223;-0.90470444;-0.83699968;0.345282542;-0.671596112;0.430072777;0.507419674;0.784513621
Jir° Ryba;-1.02759184;-0.858261266;0.131469386;0.33441059;-0.128588105;0.179868505;0.22721505;0.183568655;0.784513621
Nikolai Afanasyev;-0.227577489;-0.617632442;-1.242334113;-0.059708753;0.395163663;-0.897934808;0.22721505;0.939221032;0.784513621
Steffen Kahlert;-0.330805147;0.399571223;-0.276014703;-0.552357932;-0.228350346;-0.466813483;1.052169807;-1.651587119;0.784513621
Fabian Rosenquist;-0.227577489;0.935517241;-0.927989245;0.432940426;0.968796551;-0.445257417;-0.17173848;-1.347363434;0.784513621
Ra£l Duany;-1.001784925;0.027690313;-1.160837295;0.936537365;0.021055257;-0.262030853;-0.563930086;0.654624682;0.784513621
Dominik Distelberger;0.314367716;1.263647455;-2.301792743;-1.121641428;1.118439913;-1.048827272;0.024357323;-0.01270469;0.784513621
AndrÇ Niklaus;0.030491657;-0.595757094;-0.497220351;-0.453828096;0.744331508;-0.650040046;0.632930504;-1.15109009;0.784513621
AndrÇ Niklaus;0.030491657;-0.595757094;-0.497220351;-0.453828096;0.744331508;-0.650040046;0.632930504;-1.15109009;0.784513621
Mikhail Logvinenko;-0.304998233;0.268319138;-0.893062037;0.33441059;0.345282542;-0.45603545;0.024357323;-1.43568644;0.784513621
Damien Camberlein;0.095008943;-0.333252923;-0.543789961;-0.059708753;-0.789512954;-0.315921019;-0.469263147;1.037357704;0.784513621
Damien Beauvir;-0.356612062;-0.070748751;-0.2643723;0.137350919;-0.826923795;-0.402145284;0.22721505;-0.434692381;0.784513621
Andrey Kharlamov;-1.905026934;0.10425403;0.783443927;0.33441059;-0.777042674;0.169090472;-0.374596207;0.16394132;0.784513621
Damien Camberlein;0.469209204;-0.650445463;-0.508862754;-0.552357932;-0.365523428;-0.617705947;0.024357323;0.399469334;0.784513621
Ben Hazell;-0.524357006;-0.694196159;-0.17123308;0.137350919;-0.565047911;0.84810656;-0.374596207;0.222823324;0.784513621
Stephen Harris;0.520823033;-0.103561772;-1.195764503;1.451082063;0.968796551;-1.113495471;-1.328027525;-0.503388052;0.784513621
Andrew Aakre;0.933733665;-0.070748751;-1.323830931;0.038821083;1.143380474;1.462454448;-1.044026707;-1.573077781;0.784513621
Grant Dennis;-0.588874292;-0.95670033;0.538953474;-1.121641428;0.120817499;0.589433764;-0.374596207;-0.611338392;0.784513621
Marian Geisler;-0.834039981;0.694888417;-0.532147559;-0.059708753;-0.128588105;-0.62848398;0.22721505;-0.601524724;0.784513621
Bryan Anderson;0.378885003;-0.573881747;0.387602241;1.243074631;0.607158426;-1.415280399;-0.665358949;-1.906742467;0.784513621
Franáois Gourmet;0.172429686;-1.262955198;-0.252729898;-0.935529516;0.058466098;-0.402145284;0.632930504;-0.621152059;0.784513621
Edson Bindilatti;0.378885003;-0.541068725;-1.382042943;0.33441059;1.205731875;-0.865600709;0.024357323;-1.936183469;0.784513621
Rok Der?anic;1.024057866;0.749576786;-0.962916452;-0.453828096;0.482455624;-1.943404022;-0.273167344;-1.465127441;0.784513621
Jîrg Mattheis;-0.563067378;0.005814966;0.352675034;-0.83699968;-0.103647545;0.707992129;-1.693171433;1.567295735;0.784513621
Stephen Harris;0.869216379;1.73396743;-0.881419635;1.243074631;1.517488879;-0.466813483;-5.317562824;-0.307114707;0.784513621
Lud?k Pernica;-0.963074553;-0.934824983;-0.462293143;-1.121641428;-0.402934269;-0.919490875;-0.17173848;-0.523015386;0.784513621
Jo?e Brodnik;-0.563067378;-0.95670033;-0.567074766;-1.318701099;-0.889275196;-0.660818079;-1.138693646;0.978475701;0.784513621
James Stevenson;0.172429686;-0.464505009;-1.358758138;0.038821083;1.093499353;-1.533838763;-1.693171433;-1.671214453;0.784513621
µlvaro Contreras;-0.614681207;-0.595757094;-1.265618918;-0.256768425;0.270460861;-2.040406321;-0.563930086;-1.808605795;0.784513621
Niels Pittomvils;-0.808233066;-0.803572897;-0.834850024;-0.453828096;0.22057974;-0.520703649;-5.317562824;-0.650593061;0.784513621
Oskar Hafliger;-1.634054331;-1.61296076;-1.789527032;-2.862335193;-0.777042674;-0.542259715;-2.903555872;-1.092208086;0.784513621
Christian Plaziat;1.10147861;1.624590691;0.166396593;1.352552227;1.629721401;0.460097367;0.842550155;-0.395437712;0.724538613
Romain Barras;0.030491657;0.191755421;0.853298342;0.739477693;0.88150459;0.492431466;0.943979019;1.243444716;0.724538613
Oleksiy Kasyanov;1.191802811;1.679279061;0.923152758;0.33441059;1.031147952;1.052889189;0.22721505;-0.964630412;0.724538613
Thomas Fahner;0.172429686;1.023018631;0.760159122;-0.35529826;1.118439913;0.977442957;0.024357323;1.626177739;0.724538613
Maicel Uibo;0.004684742;0.99020561;0.306105423;1.768567089;-1.026448278;0.923552792;1.261789458;0.713506686;0.724538613
Christian Plaziat;0.843409465;0.968330262;0.445814254;1.144544796;1.243142715;0.169090472;0.632930504;-0.542642721;0.724538613
Pavel Tarnavetskiy;0.198236601;0.47613494;1.097788795;0.235880754;0.956326271;0.794216394;0.842550155;0.193382322;0.724538613
Leonel Su†rez;0.404691917;0.47613494;0.352675034;0.936537365;0.794212629;0.330760969;-0.17173848;1.184562713;0.724538613
Luiz Alberto de Ara£jo;0.869216379;0.585511678;0.701947109;0.137350919;0.756801788;0.858884593;0.632930504;-0.778170735;0.724538613
Robert Zm?l°k;0.701471435;1.985533928;-0.962916452;0.432940426;0.931385711;-0.714708245;0.632930504;0.281705327;0.724538613
Tom†? Dvor†k;0.198236601;0.290194485;1.435418469;-0.256768425;-0.128588105;0.707992129;-0.17173848;1.439718061;0.724538613
Leonel Su†rez;-0.188867117;-0.387941292;-0.252729898;1.04601496;0.158228339;0.751104261;0.842550155;1.449531728;0.724538613
Laurent Hernu;-0.279191318;0.137067052;0.026687763;0.640947857;0.507396184;0.858884593;0.632930504;0.330773663;0.724538613
Stefan Schmid;0.985347495;0.213630768;0.259535813;-0.059708753;0.657039547;0.244536704;0.22721505;1.321954054;0.724538613
Pieter Braun;0.378885003;0.968330262;0.01504536;0.33441059;0.781742348;0.115200306;0.632930504;-0.267860038;0.724538613
Eelco Sintnicolaas;0.895023294;0.6183247;-0.625286779;0.038821083;1.018677672;-0.563815781;0.842550155;0.428910336;0.724538613
Mihail Duda?;0.843409465;0.508947962;-0.21780269;0.038821083;1.068558793;0.287648837;0.430072777;0.379841999;0.724538613
Arthur Abele;0.353078088;0.268319138;0.212966203;-0.35529826;0.170698619;-0.089582323;0.22721505;1.380836058;0.724538613
Aliaksandr Parkhomenka;-0.640488122;-0.103561772;1.412133664;0.33441059;-0.290701747;0.384651135;0.22721505;1.272885718;0.724538613
Paul Terek;0.056298571;0.290194485;1.004649575;0.33441059;0.170698619;0.740326228;0.842550155;0.124686651;0.724538613
Romain Barras;-0.834039981;0.060503335;0.573880682;-0.059708753;0.569747585;-0.014136091;0.632930504;1.076612373;0.724538613
Eduard Mikhan;0.727278349;0.804265155;0.306105423;0.432940426;0.445044783;1.354674117;0.22721505;-1.298295098;0.724538613
Mihail Duda?;1.140188982;0.771452133;-0.543789961;0.137350919;1.392786077;0.309204903;0.22721505;0.173754987;0.724538613
Eelco Sintnicolaas;0.056298571;0.323007507;-0.392438728;-0.552357932;0.943855991;-0.380589218;1.471409109;0.605556346;0.724538613
Ingmar Vos;0.727278349;0.749576786;-0.008239445;0.33441059;-0.739631834;-0.165028555;0.146071959;1.164935379;0.724538613
M†rio An°bal;0.236946973;-0.12543712;0.783443927;0.137350919;0.607158426;1.128335421;-0.036499996;-0.130468697;0.724538613
Dakotah Keys;-0.046929087;0.377695876;-0.147948275;0.531470262;-0.103647545;-0.951824974;0.632930504;1.596736737;0.724538613
Isaac Murphy;1.862782589;0.968330262;-0.625286779;-0.935529516;1.068558793;-0.121916423;0.632930504;-0.768357067;0.724538613
Philipp Huber;0.172429686;0.005814966;0.608807889;-0.749417603;0.332812262;0.416985234;0.632930504;0.27189166;0.724538613
Aliaksandr Parkhomenka;-0.614681207;-0.12543712;1.470345676;0.038821083;-1.051388838;0.319982936;0.632930504;1.096239708;0.724538613
Runar Heltne;0.172429686;-0.048873403;0.527311072;-0.158238589;-0.627399312;1.236115752;0.22721505;0.73313402;0.724538613
Michael Smith;0.314367716;0.454259593;0.189681398;0.235880754;0.744331508;0.276870803;-0.374596207;0.379841999;0.724538613
Haifeng Qi;0.120815857;0.585511678;-0.450650741;-0.256768425;0.420104223;1.343896084;0.22721505;-0.228605369;0.724538613
Maicel Uibo;-0.188867117;0.727701438;-1.219049308;1.451082063;-1.126210519;0.697214096;0.632930504;0.124686651;0.724538613
Benjamin Jensen;0.662761063;-0.595757094;0.643735097;-1.121641428;0.619628706;-0.412923317;0.842550155;0.16394132;0.724538613
Eduard Mikhan;-0.021122173;0.399571223;0.003402958;-0.158238589;0.594688146;0.912774758;0.632930504;-0.738916066;0.724538613
Laurent Hernu;-0.085639459;0.344882854;-0.334226716;0.432940426;0.706920667;0.751104261;-0.334024662;-0.29730104;0.724538613
Norman MÅller;0.056298571;0.191755421;0.667019902;0.33441059;0.632098986;-0.25125282;0.430072777;-0.287487373;0.724538613
Eduard Mikhan;0.469209204;0.6183247;-0.043166652;-0.256768425;0.794212629;0.460097367;0.024357323;-0.680034062;0.724538613
Nikolay Averyanov;1.024057866;0.213630768;0.282820618;-0.552357932;0.070936378;-0.121916423;0.430072777;-0.365996711;0.724538613
Kevin MaIer;-0.937267639;-0.333252923;-0.473935546;1.04601496;-0.028825863;-0.046470191;0.883121701;0.222823324;0.724538613
Laurent Hernu;-0.524357006;0.082378683;-0.113021068;0.038821083;0.307871701;1.117557388;0.024357323;-0.660406728;0.724538613
Franáois Gourmet;1.024057866;-0.409816639;-0.229445093;-0.256768425;1.043618232;-0.639262013;0.632930504;0.134500319;0.724538613
JÇrÇmy LeliÇvre;0.778892178;0.24644379;0.317747826;-0.935529516;0.619628706;0.169090472;0.125786186;0.154127653;0.724538613
Romain Barras;-0.692101951;-0.387941292;0.597165487;0.038821083;-0.128588105;-0.046470191;-0.273167344;0.929407365;0.724538613
Mikalai Shubianok;-0.782426152;-0.934824983;0.74851672;0.936537365;0.008584977;0.233758671;-0.374596207;0.379841999;0.724538613
Franáois Gourmet;0.546629947;-0.103561772;0.166396593;-0.158238589;0.507396184;-0.337477085;0.632930504;-0.375810378;0.724538613
Nikolay Tishchenko;-0.356612062;0.935517241;-0.03152425;-0.256768425;-0.141058385;0.007419975;0.22721505;-0.709475064;0.724538613
Mikalai Shubianok;-1.156626412;-0.180125489;0.667019902;-0.158238589;-0.50269651;-0.154250522;0.125786186;1.066798706;0.724538613
Jack Szmanda;-0.111446373;-0.617632442;-0.101378665;-0.059708753;-0.103647545;0.028976041;1.173884443;-0.434692381;0.724538613
Petter Olson;0.572436862;-0.12543712;-0.252729898;-0.650887768;0.831623469;-1.113495471;0.430072777;-0.042145692;0.724538613
Liam Ramsay;0.262753887;0.47613494;-0.706783597;0.838007529;0.806682909;-1.3506122;0.328643913;-0.778170735;0.724538613
James Cook;0.572436862;0.10425403;-0.206160288;-0.256768425;-0.440345109;0.858884593;0.288072368;-0.228605369;0.724538613
Chris Randolph;-0.859846895;-0.49731803;0.352675034;-0.35529826;0.282931141;0.233758671;0.024357323;-6.862644422;0.724538613
Arthur Abele;0.701471435;0.454259593;-1.265618918;-0.83699968;0.257990581;-0.28358692;-0.469263147;0.850898027;0.724538613
Stefan Schneider;-0.88565381;-0.256689206;-0.427365936;0.235880754;-0.46528567;-0.434479383;0.430072777;0.772388689;0.724538613
Mathew Clark;0.198236601;0.005814966;-0.99784366;0.739477693;0.420104223;-0.359033152;0.741121292;-0.326742042;0.724538613
Sepp Zeilbauer;0.404691917;0.563636331;-0.322584313;0.739477693;0.607158426;-0.563815781;-1.138693646;0.232636991;0.724538613
Mikhail Logvinenko;-0.588874292;-0.158250141;-0.520505156;-0.059708753;0.457515064;0.524765566;0.632930504;-1.96562447;0.724538613
Aleksandr Zyabrev;0.095008943;0.323007507;0.271178216;-0.83699968;0.557277305;-0.757820378;-0.17173848;0.046177313;0.724538613
‡scar Gonz†lez;0.198236601;0.530823309;-0.473935546;1.04601496;-0.290701747;-0.165028555;-0.17173848;-0.905748409;0.724538613
Mustafa Abdur-Rahim;0.727278349;-0.442629661;0.166396593;-0.83699968;0.769272068;0.449319334;-0.949359767;-0.454319716;0.724538613
Trond Hõiby;-1.427599015;-0.748884528;0.410887046;0.038821083;-0.627399312;0.4708754;0.064928868;1.076612373;0.724538613
Wesley Bray;0.314367716;0.913641893;-0.927989245;-0.158238589;-0.041296144;-0.42370135;-0.273167344;-0.169723366;0.724538613
Aleksandr Zyabrev;0.701471435;-0.202000837;0.119826983;-0.83699968;0.756801788;-0.671596112;-0.17173848;-0.945003078;0.724538613
Martin Brockman;-0.88565381;-0.12543712;0.236251008;1.144544796;0.345282542;-0.585371847;0.490930095;-1.386618103;0.724538613
Pavel Rudnev;0.095008943;0.804265155;-0.671856389;-0.256768425;-0.552577631;-1.318278101;0.632930504;-0.974444079;0.724538613
David G¢mez;-0.330805147;-0.12543712;-0.485577949;-0.158238589;0.544807025;-1.253609902;-0.17173848;-0.051959359;0.724538613
Florian Geffrouais;-0.330805147;-0.595757094;-0.21780269;-0.453828096;-0.353053148;-0.014136091;-0.17173848;0.939221032;0.724538613
Daniel Gooris;-0.588874292;-2.061405387;-0.136305873;-0.35529826;-0.253290907;0.082866207;1.261789458;-0.689847729;0.724538613
Franáois Gourmet;0.933733665;0.082378683;-0.741710804;-0.935529516;0.89397487;-1.55539483;1.052169807;-1.739910124;0.724538613
CÇdric Lopez;-0.188867117;0.082378683;-0.380796326;-0.158238589;-0.540107351;-0.553037748;-0.374596207;0.134500319;0.724538613
Derek Gearman;1.462775413;0.99020561;-2.034017485;2.403537142;-0.215880066;-0.574593814;-0.563930086;-2.142270481;0.724538613
JÅrgen Hingsen;-0.808233066;0.585511678;-0.008239445;0.137350919;-0.228350346;-0.563815781;-0.949359767;0.183568655;0.724538613
V°ctor Ruiz;0.262753887;0.005814966;-0.567074766;-1.034059351;-0.190939506;-0.024914124;0.024357323;-1.288481431;0.724538613
Ben Hazell;-0.253384403;-0.781697549;-0.497220351;-1.318701099;0.357752822;0.222980638;-0.563930086;0.497606006;0.724538613
Brent Vogel;0.262753887;-0.573881747;-1.219049308;-0.650887768;0.307871701;-0.811710543;-0.077071541;-0.660406728;0.724538613
Nadir El Fassi;-1.02759184;-0.694196159;-0.741710804;0.432940426;-1.275853882;-0.262030853;0.024357323;-0.169723366;0.724538613
Franck Logel;0.120815857;-0.234813858;-1.661460604;0.235880754;-0.377993708;-0.412923317;0.024357323;-1.180531091;0.724538613
Severin Moser;0.378885003;-0.234813858;-1.09098288;-0.935529516;0.332812262;-1.156607604;0.22721505;-1.278667764;0.724538613
Roger Lespagnard;-1.208240241;-0.934824983;-0.741710804;0.739477693;-0.278231467;-0.779376444;-0.17173848;-0.886121074;0.724538613
Christian Laugesen;-1.130819498;-0.672320811;-1.719672617;-0.650887768;-0.303172027;-1.253609902;-1.138693646;-1.720282789;0.724538613
Marc Magrans;-0.88565381;-2.061405387;-1.882666252;-0.83699968;-0.066236704;-2.44997158;-0.760025889;-1.543636779;0.724538613
Roman ?ebrle;0.933733665;1.865219516;1.039576783;1.560559658;1.180791314;0.255314737;0.632930504;1.753755413;0.673131464
Erki Nool;1.230513183;1.59177767;0.830013537;0.33441059;1.866656724;0.309204903;0.842550155;1.243444716;0.673131464
Andrei Krauchanka;0.701471435;1.985533928;-0.043166652;1.867096925;1.405256357;-0.574593814;0.842550155;1.027544037;0.673131464
Roman ?ebrle;0.520823033;1.208959086;0.911510355;1.560559658;0.956326271;0.4708754;0.430072777;0.978475701;0.673131464
Dean Macey;1.191802811;0.826140502;0.853298342;1.560559658;1.866656724;0.330760969;0.024357323;0.978475701;0.673131464
Leonel Su†rez;0.572436862;0.432384245;0.387602241;0.838007529;1.130910193;0.481653433;0.22721505;2.470153121;0.673131464
Uwe Freimuth;-0.227577489;1.373024194;1.318994444;-0.059708753;0.619628706;1.257671819;0.632930504;0.801829691;0.673131464
Attila Zsiv¢czky-Pandel;-0.188867117;-0.289502227;1.284067236;1.243074631;-0.141058385;1.02055509;0.632930504;1.390649725;0.673131464
Ilya Shkurenev;0.095008943;0.804265155;-0.136305873;0.33441059;0.482455624;0.600211797;1.261789458;0.311146329;0.673131464
Maicel Uibo;-0.253384403;0.727701438;0.154754191;2.184581951;-0.602458752;1.343896084;1.261789458;-0.071586693;0.673131464
Uwe Freimuth;-0.356612062;1.077707;1.318994444;-0.35529826;0.1831689;1.268449852;0.632930504;1.096239708;0.673131464
AndrÇ Niklaus;0.172429686;0.082378683;0.212966203;0.640947857;0.23305002;0.858884593;1.471409109;0.644811015;0.673131464
Norman MÅller;0.546629947;0.804265155;0.946437563;0.531470262;0.507396184;0.309204903;0.430072777;0.517233341;0.673131464
Jeremy Taiwo;0.611147234;0.99020561;0.701947109;1.560559658;1.180791314;-0.25125282;0.741121292;-1.357177102;0.673131464
Siegfried Wentz;0.314367716;0.749576786;0.597165487;1.144544796;1.268083275;0.330760969;-0.17173848;-0.130468697;0.673131464
Romain Barras;-0.446936262;-0.234813858;1.051219185;-0.059708753;0.1831689;0.64332393;0.842550155;1.184562713;0.673131464
Karl-Heinz Fichtner;-0.021122173;1.569902322;1.02793438;0.235880754;0.370223102;0.276870803;1.052169807;-0.140282364;0.673131464
AndrÇ Niklaus;0.262753887;-0.464505009;0.236251008;0.640947857;0.245520301;0.686436063;1.052169807;0.497606006;0.673131464
Oleksiy Kasyanov;1.682134187;1.044893979;0.853298342;-0.059708753;1.255612995;1.354674117;-0.563930086;-0.846866405;0.673131464
Tom†? Dvor†k;0.572436862;0.323007507;1.086146393;-0.453828096;0.806682909;0.050532108;-0.563930086;1.891146754;0.673131464
Antonio Pe§alver;-0.395322433;1.023018631;1.470345676;0.432940426;-0.253290907;1.236115752;0.22721505;0.006922644;0.673131464
Pascal Behrenbruch;0.353078088;-0.442629661;1.458703274;0.33441059;0.1831689;0.783438361;-0.077071541;0.801829691;0.673131464
Aleksandr Apaychev;-0.111446373;0.213630768;1.156000808;-0.83699968;0.22057974;0.783438361;0.430072777;1.096239708;0.673131464
Maicel Uibo;0.146622772;0.432384245;-0.276014703;1.768567089;-0.46528567;0.837328526;0.842550155;0.262077993;0.673131464
Attila Zsiv¢czky-Pandel;-0.279191318;-0.311377575;1.004649575;1.560559658;-0.203409786;0.610989831;0.22721505;1.066798706;0.673131464
Dennis Leyckes;0.378885003;0.060503335;-0.159590678;0.137350919;1.130910193;-0.197362655;1.052169807;0.311146329;0.673131464
Eelco Sintnicolaas;0.636954148;0.344882854;-0.019881847;-0.256768425;0.681980107;-1.264387935;1.687790685;0.438724003;0.673131464
Eugäne Martineau;-0.137253288;0.158942399;0.003402958;-0.256768425;0.19563918;0.557099665;0.842550155;1.420090727;0.673131464
Romain Barras;-0.279191318;-0.180125489;0.247893411;-0.256768425;0.607158426;0.276870803;0.842550155;0.644811015;0.673131464
Romain Barras;-0.279191318;-0.289502227;0.690304707;0.235880754;0.1831689;-0.132694456;0.842550155;0.860711694;0.673131464
JÅrgen Hingsen;-0.188867117;1.296460477;1.097788795;-0.059708753;0.170698619;0.567877698;-0.374596207;0.723320353;0.673131464
Oleksiy Kasyanov;1.024057866;1.132395369;0.341032631;0.235880754;0.794212629;0.319982936;0.22721505;-0.768357067;0.673131464
David Mewes;-0.614681207;0.10425403;0.655377499;0.739477693;0.20810946;0.460097367;0.22721505;0.320959996;0.673131464
Brent Newdick;0.056298571;0.530823309;0.003402958;-0.552357932;0.245520301;0.977442957;0.22721505;0.988289368;0.673131464
Willem Coertzen;0.056298571;1.099582348;-0.450650741;0.640947857;0.544807025;0.018198008;-0.760025889;1.135494377;0.673131464
Eelco Sintnicolaas;0.611147234;1.59177767;-0.21780269;-0.552357932;0.806682909;-1.490726631;1.261789458;-0.47394705;0.673131464
Aliaksandr Parkhomenka;-0.446936262;-0.070748751;1.458703274;0.432940426;-0.290701747;-0.294364953;0.430072777;0.939221032;0.673131464
Stefan Drews;0.520823033;-0.12543712;-0.357511521;-0.749417603;1.205731875;-0.348255118;0.842550155;-0.208978035;0.673131464
Ashton Eaton;1.282127012;1.099582348;-1.661460604;0.838007529;1.355375237;-0.876378742;-0.077071541;-0.542642721;0.673131464
AndrÇ Niklaus;-0.253384403;0.10425403;-0.054809055;0.038821083;-0.078706984;0.09364424;1.052169807;0.026549979;0.673131464
Aleksandr Apaychev;-0.963074553;0.158942399;1.295709638;-0.650887768;-0.315642308;0.26609277;-0.17173848;1.665432408;0.673131464
Mathias Brugger;0.236946973;0.10425403;0.655377499;-0.059708753;0.532336745;0.287648837;0.551787413;-0.650593061;0.673131464
Ingmar Vos;0.572436862;0.10425403;-0.12466347;0.531470262;-0.091177264;0.028976041;-0.374596207;1.01773037;0.673131464
Mikhail Logvinenko;-0.446936262;0.213630768;-0.12466347;0.038821083;0.644569266;0.880440659;1.052169807;-1.553450446;0.673131464
Niels Pittomvils;-0.137253288;0.10425403;-0.229445093;0.038821083;-0.165998945;0.330760969;1.471409109;-0.415065047;0.673131464
Volodymyr Mykhaylenko;0.430498832;1.023018631;-0.427365936;1.144544796;-0.066236704;-0.07880429;0.842550155;-1.396431771;0.673131464
Pierre-Alexandre Vial;0.520823033;1.460525584;-0.543789961;-0.935529516;0.544807025;0.449319334;0.653216277;-0.650593061;0.673131464
Romain Barras;-0.834039981;-0.803572897;0.632092694;-0.158238589;0.120817499;0.416985234;0.632930504;0.517233341;0.673131464
Frank MÅller;0.288560802;0.399571223;-0.019881847;0.137350919;1.093499353;-0.175806588;-0.374596207;0.350400998;0.673131464
Mikalai Shubianok;-1.156626412;0.082378683;0.259535813;0.432940426;0.021055257;0.395429168;0.024357323;1.01773037;0.673131464
Michael Schrader;0.662761063;1.044893979;-0.706783597;-0.158238589;0.794212629;-0.326699052;0.430072777;-0.277673705;0.673131464
Alexey Sysoev;-0.137253288;-1.437957979;0.946437563;0.936537365;-0.041296144;0.492431466;0.470644322;-0.061773026;0.673131464
Romain Barras;0.236946973;-0.902011961;0.74851672;0.33441059;0.145758059;-0.445257417;-0.131166935;0.585929011;0.673131464
Trond Hõiby;-0.614681207;-1.459833326;0.410887046;0.432940426;-0.028825863;0.977442957;-0.17173848;1.577109403;0.673131464
Yevgeny Sarantsev;-1.724378532;-0.026998056;0.923152758;0.432940426;-0.402934269;0.136756373;0.430072777;0.821457025;0.673131464
Romain Barras;-1.001784925;-0.519193378;0.469099059;-0.256768425;-0.215880066;0.363095069;0.22721505;1.164935379;0.673131464
