since_timestamp_local_tz,UniqueHosts,LocationID
2020-06-18,477,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-06-19,379,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-06-20,3,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-06-21,4,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-06-22,498,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-06-23,527,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-06-24,434,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-06-25,2,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-06-26,4,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-06-27,2,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-06-28,241,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-06-29,495,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-06-30,543,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-01,525,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-02,473,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-03,360,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-04,1,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-05,1,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-06,457,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-07,469,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-08,502,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-09,76,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-10,47,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-11,6,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-12,2,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-13,475,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-14,495,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-15,439,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-16,421,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-17,353,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-18,5,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-19,5,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-20,512,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-21,526,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-22,513,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-23,492,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-24,184,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-25,3,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-26,3,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-27,487,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-28,441,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-29,428,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-30,416,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-07-31,339,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-01,5,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-02,4,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-03,505,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-04,462,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-05,403,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-06,425,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-07,351,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-08,2,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-09,2,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-10,463,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-11,446,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-12,431,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-13,412,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-14,143,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-15,3,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-16,3,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-17,472,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-18,435,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-19,450,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-20,422,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-21,325,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-22,0,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-23,1,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-24,448,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-25,126,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-26,402,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-27,433,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-28,380,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-29,0,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-30,4,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-08-31,507,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-01,481,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-02,442,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-03,430,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-04,26,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-05,1,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-06,3,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-07,498,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-08,492,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-09,470,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-10,429,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-11,334,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-12,9,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-13,3,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-14,463,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-15,424,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-16,423,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-17,391,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-18,338,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-19,5,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-20,3,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-21,468,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-22,400,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-23,434,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-24,404,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-25,339,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-26,1,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-27,245,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-28,411,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-29,354,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
2020-09-30,10,Universe:APAC:CN-China:CNSH1-Shanghai Qiantan
